TimeStamp	POS_X	POS_Y	POS_Z	Q_W	Q_X	Q_Y	Q_Z	Throttle	Steering	Brake	Gear	Handbrake	RPM	Speed	ImageFile
1587266701624	4.809414	14.170898	-0.205229	0.711164	-0.022681	0.022419	0.702302	0.000000	0.000000	0.000000	1	0	45.298965	0.058586	img__0_1587266701620459900.png
1587266701624	4.809414	14.170898	-0.205229	0.711164	-0.022681	0.022419	0.702302	0.000000	0.000000	0.000000	1	0	45.298965	0.058586	img__0_1587266701624164800.png
1587266702331	4.809414	14.173985	-0.205117	0.711163	-0.022709	0.022450	0.702301	1.000000	0.000000	0.000000	1	0	180.305252	-0.032634	img__0_1587266702330111900.png
1587266702447	4.809414	14.171367	-0.204639	0.711151	-0.022794	0.022537	0.702309	1.000000	0.000000	0.000000	1	0	362.885925	-0.056475	img__0_1587266702446169300.png
1587266702667	4.809414	14.166992	-0.204646	0.711153	-0.022826	0.022568	0.702305	1.000000	0.000000	0.000000	1	0	558.554260	0.037596	img__0_1587266702665799500.png
1587266702755	4.809414	14.167070	-0.204888	0.711139	-0.023018	0.022765	0.702306	1.000000	0.000000	0.000000	1	0	867.399170	0.212860	img__0_1587266702753867800.png
1587266702803	4.809609	14.181719	-0.205588	0.711128	-0.023280	0.023032	0.702299	1.000000	1.000000	0.000000	1	0	1103.900391	0.533575	img__0_1587266702802288000.png
1587266702848	4.808633	14.221132	-0.208306	0.710726	-0.023732	0.023410	0.702678	1.000000	1.000000	0.000000	1	0	1213.416260	0.713538	img__0_1587266702845954200.png
1587266702887	4.806758	14.254609	-0.211035	0.710046	-0.023982	0.023574	0.703352	1.000000	0.000000	0.000000	1	0	1297.869019	0.846086	img__0_1587266702884965200.png
1587266702946	4.806797	14.358828	-0.217493	0.709772	-0.024161	0.023963	0.703609	1.000000	0.000000	0.000000	1	0	1516.362305	1.166216	img__0_1587266702943944800.png
1587266703010	4.807304	14.418320	-0.221616	0.709769	-0.024204	0.024065	0.703607	1.000000	0.000000	0.000000	1	0	1654.312378	1.360377	img__0_1587266703006533700.png
1587266703277	4.808164	14.520391	-0.228203	0.709765	-0.024251	0.024155	0.703607	1.000000	0.000000	0.000000	1	0	1974.321411	1.781862	img__0_1587266703275500800.png
1587266703361	4.811797	14.931406	-0.254233	0.709759	-0.024270	0.024169	0.703611	1.000000	0.000000	0.000000	1	0	2394.045410	2.315658	img__0_1587266703358700200.png
1587266703430	4.813867	15.164648	-0.269419	0.709757	-0.024254	0.024135	0.703615	1.000000	0.000000	0.000000	1	0	2552.081055	2.521698	img__0_1587266703427826700.png
1587266703496	4.815312	15.334844	-0.280264	0.709756	-0.024234	0.024109	0.703618	1.000000	0.000000	0.000000	1	0	2699.785645	2.714769	img__0_1587266703494584200.png
1587266703562	4.816875	15.511680	-0.291479	0.709755	-0.024213	0.024082	0.703621	1.000000	0.000000	0.000000	1	0	2842.862549	2.901609	img__0_1587266703556990200.png
